country	n_forms	at	t_at	capital_exp	revenue_total	income	va	rd	wages	emp	year	n_pars	fdi	fdi_income	n_groups	profit_return	net_interest	income_equity	capital_gains	txt	income_equity1	income_equity2	_	us_related_sales	us_unrelated_sales	for1_relates_sales	for1_unrelates_sales	for2_relates_sales	for2_unrelates_sales	iso
Azerbaijan	18.0	10384.0			4429.0	1981.0			20.0	0.7	2006																			AZE
Azerbaijan	21.0	14266.0			7964.0	3703.0			61.0	1.3	2007																			AZE
Azerbaijan	17.0	14529.0			6814.0	3446.0			47.0	1.1	2008																			AZE
Azerbaijan	15.0	6844.0	4608.0	240.0	2565.0	747.0	1631.0	0.0	53.0	1.0	2009		1702.0	425.0	10.0															AZE
Azerbaijan	12.0	6035.0	4499.0		2019.0			0.0	52.0	0.9	2010																			AZE
Azerbaijan	11.0	6130.0	4410.0	434.0	2366.0	1022.0		0.0	61.0	0.9	2011																			AZE
Azerbaijan	11.0	5982.0	4342.0	567.0	2462.0	1029.0		0.0	72.0	1.0	2012																			AZE
Azerbaijan	13.0	5343.0			2416.0	1157.0		0.0	117.0	1.1	2013																			AZE
Azerbaijan	13.0	5004.0			2189.0	512.0		0.0	100.0	2.0	2014		1258.0		10.0															AZE
Azerbaijan	13.0	4281.0			1530.0	77.0	891.0	0.0	85.0	1.8	2015																			AZE
Azerbaijan	14.0	3581.0			1359.0	-137.0	732.0	0.0	84.0	1.7	2016																			AZE
Azerbaijan	14.0	3663.0			1334.0	16.0	728.0	0.0	75.0	1.7	2017																			AZE
Azerbaijan	14.0	3580.0			1202.0	152.0	670.0	0.0	74.0	1.7	2018																			AZE
Azerbaijan	17.0	3679.0		283.0	1246.0	358.0	702.0	0.0	84.0	1.7	2019	18.0																		AZE
Azerbaijan	17.0	3544.0		306.0	775.0	-86.0	300.0	0.0	82.0	1.7	2020																			AZE
Azerbaijan	16.0	3597.0			892.0	41.0	397.0	3.0	74.0	1.6	2021																			AZE
Bahamas	48.0	19908.0	2417.0		4243.0	471.0			95.0	2.0	2004		8871.0	491.0	39.0															BHS
Bahamas	48.0	26630.0							117.0	2.3	2005																			BHS
Bahamas	51.0								110.0	2.5	2006																			BHS
Bahamas	44.0								105.0	1.5	2007																			BHS
Bahamas	46.0								168.0	2.2	2008																			BHS
Bahamas	55.0	421231.0	493.0	62.0	5365.0	1646.0	258.0	0.0	93.0	1.4	2009		26489.0	1567.0	28.0															BHS
Bahamas	56.0	468553.0	493.0	68.0	6419.0	2972.0	786.0	0.0	93.0	1.4	2010																			BHS
Bahamas	54.0	541174.0	1680.0	237.0	6397.0	1907.0	878.0	0.0	118.0	1.5	2011																			BHS
Bahamas	55.0	278148.0	1821.0	202.0	6159.0	2129.0	755.0	0.0	110.0	1.5	2012																			BHS
Bahamas	54.0	222565.0	1841.0	125.0	6317.0	2226.0	1114.0	0.0	122.0	1.8	2013																			BHS
Bahamas	101.0	183404.0	3826.0	234.0	14272.0	12704.0	11157.0		371.0	11.1	2014		29721.0	3181.0	56.0															BHS
Bahamas	101.0	160005.0	3585.0	130.0	19202.0	15931.0	14481.0		353.0	11.0	2015																			BHS
Bahamas	97.0	85458.0	3511.0	146.0	16044.0	7330.0	11923.0		364.0	11.6	2016																			BHS
Bahamas	93.0	86600.0	3563.0	127.0	16727.0	5077.0	11814.0		371.0	11.7	2017																			BHS
Bahamas	77.0	102693.0	3482.0	144.0	18751.0	17453.0	13275.0		333.0	10.1	2018																			BHS
Bahamas	100.0	104176.0		106.0	6545.0	2764.0	673.0	1.0	387.0	10.8	2019	71.0																		BHS
Bahamas	86.0	87678.0	2428.0	51.0	5355.0	1839.0	549.0		328.0	10.3	2020																			BHS
Bahamas	84.0	104221.0	2406.0	57.0	5355.0	3223.0	1095.0		324.0	10.3	2021																			BHS
Bahrain	11.0								44.0	1.0	2004		19.0	25.0	16.0															BHR
Bahrain	11.0	349.0							29.0	1.0	2005																			BHR
Bahrain	13.0				264.0				18.0	0.7	2006																			BHR
Bahrain	12.0	349.0			286.0	37.0			22.0	0.7	2007																			BHR
Bahrain	10.0	331.0			313.0	35.0			19.0	0.5	2008																			BHR
Bahrain	10.0		103.0	4.0	652.0	-221.0	18.0	0.0	77.0	1.3	2009		-349.0		8.0															BHR
Bahrain	13.0		370.0		940.0	198.0	343.0	0.0	82.0	1.4	2010																			BHR
Bahrain	15.0	14115.0	467.0		1150.0	220.0	404.0	0.0	95.0	1.5	2011																			BHR
Bahrain	14.0	12545.0	1067.0		1096.0	-13.0	248.0	0.0	112.0	1.6	2012																			BHR
Bahrain	15.0	5091.0	969.0		967.0	120.0	326.0	0.0	97.0	1.4	2013																			BHR
Bahrain	17.0	3429.0	316.0		1548.0	-685.0	497.0		134.0	2.8	2014				15.0															BHR
Bahrain	17.0	3095.0	326.0	64.0	934.0	9.0	200.0		115.0	2.8	2015																			BHR
Bahrain	18.0	3005.0	403.0		787.0	32.0	238.0		120.0	3.2	2016																			BHR
Bahrain	18.0	2791.0	423.0		1204.0	120.0	266.0		104.0	3.1	2017																			BHR
Bahrain	21.0	3247.0	591.0		2348.0	149.0	359.0		102.0	3.1	2018																			BHR
Bahrain	24.0	3216.0	527.0		2025.0	145.0	297.0	4.0	99.0	2.7	2019	39.0																		BHR
Bahrain	24.0	3174.0	655.0		1319.0	46.0	267.0	4.0	74.0	2.5	2020																			BHR
Bahrain	22.0	3952.0	681.0		1529.0	69.0	227.0	4.0	80.0	2.5	2021																			BHR
Bangladesh	9.0								20.0	1.8	2004		285.0	27.0	15.0															BGD
Bangladesh	11.0	2954.0							19.0	1.8	2005																			BGD
Bangladesh	12.0								24.0	1.8	2006																			BGD
Bangladesh	11.0								27.0	1.7	2007																			BGD
Bangladesh	8.0	2135.0			680.0	341.0			17.0	1.0	2008																			BGD
Bangladesh	8.0	2765.0			700.0		426.0	0.0	39.0	1.1	2009		312.0	31.0	7.0															BGD
Bangladesh	8.0	2667.0			669.0	196.0		0.0	38.0	1.2	2010																			BGD
Bangladesh	9.0	2704.0			802.0	319.0		0.0	40.0	1.2	2011																			BGD
Bangladesh	9.0	2923.0			943.0	345.0		0.0	51.0	1.4	2012																			BGD
Bangladesh	12.0				1212.0	452.0			70.0	2.9	2013																			BGD
Bangladesh	11.0				1255.0	438.0	669.0	0.0	97.0	4.2	2014				10.0															BGD
Bangladesh	12.0	4284.0			1337.0	366.0	713.0		99.0	4.0	2015																			BGD
Bangladesh	12.0	4302.0		32.0	1249.0	300.0	645.0		107.0	3.8	2016																			BGD
Bangladesh	12.0	4087.0		14.0	1280.0	320.0	670.0	3.0	91.0	3.7	2017																			BGD
Bangladesh	12.0			10.0	1349.0	335.0	642.0		86.0	4.0	2018																			BGD
Bangladesh	12.0	4133.0		33.0	736.0	112.0	81.0		82.0	4.0	2019	21.0																		BGD
Bangladesh	12.0	4358.0		24.0	681.0	-184.0	-148.0		81.0	3.7	2020																			BGD
Bangladesh	12.0	4331.0		19.0	815.0	156.0	171.0	1.0	89.0	4.5	2021																			BGD
Barbados	64.0								72.0	1.8	2004			581.0	74.0	1959.0	-211.0	313.0	0.0	51.0			3944.0							BRB
Barbados	64.0	24814.0							76.0	1.8	2005					1019.0	-166.0	227.0	16.0	30.0										BRB
Barbados	64.0								74.0	1.7	2006					3141.0	-208.0	370.0	35.0	128.0										BRB
Barbados	61.0								75.0	1.8	2007					3128.0	-216.0	496.0	17.0	135.0										BRB
Barbados	59.0								63.0	1.6	2008						-307.0	529.0	-101.0	295.0										BRB
Barbados	71.0	46625.0	1890.0	111.0	10210.0	1385.0	2133.0		52.0	1.4	2009				48.0	2244.0	-373.0	-404.0	0.0	-169.0			10210.0							BRB
Barbados	70.0	49941.0	2237.0		10186.0	2884.0	1758.0		53.0	1.4	2010					1840.0	-355.0	1014.0	124.0	94.0				617.0	74.0	300.0	509.0	5754.0	1135.0	BRB
Barbados	67.0	56660.0	937.0		10215.0	3813.0	2968.0	1.0	50.0	1.3	2011					3085.0	-264.0	833.0	-60.0	46.0				704.0	84.0					BRB
Barbados	66.0	52009.0	1244.0		7900.0	2442.0	1218.0		36.0	1.2	2012					1400.0	-305.0			124.0				591.0	88.0					BRB
Barbados	64.0	52101.0	1062.0		8545.0	2231.0	1401.0		56.0	1.4	2013					1596.0	-330.0			11.0										BRB
Barbados	86.0	61372.0	1145.0		11703.0	2585.0	1785.0	0.0	51.0	1.2	2014		13941.0		54.0	1790.0		466.0		366.0			11703.0	1988.0	93.0					BRB
Barbados	81.0	62291.0	1238.0		13097.0	2109.0	1043.0	1.0	49.0	1.2	2015					1222.0	-353.0			53.0				2218.0	100.0	102.0	928.0			BRB
Barbados	90.0	83328.0	1182.0		17066.0	2085.0	947.0	3.0	46.0	1.2	2016					1190.0		1019.0	142.0	265.0				3602.0	99.0					BRB
Barbados	91.0	131848.0	1155.0		21016.0	5660.0	4118.0	3.0	22.0	0.9	2017					4843.0		1172.0						4372.0	16.0					BRB
Barbados	92.0	141286.0	1102.0		24503.0	7579.0	4392.0	2.0	30.0	0.9	2018					5282.0				30.0				5036.0	16.0					BRB
Barbados	105.0	144685.0	1648.0	531.0	31270.0	10325.0	6198.0		31.0	0.9	2019	91.0				7352.0	-1286.0			116.0		0.0		5846.0	51.0	140.0	242.0			BRB
Barbados	97.0	99833.0	1507.0	16.0	30553.0	5681.0	2545.0		56.0	1.8	2020					4247.0	-1871.0	1539.0	-59.0	45.0				6117.0	55.0					BRB
Barbados	102.0	93089.0	422.0	64.0	39186.0	5214.0	3190.0		58.0	1.9	2021					4647.0	-1598.0	1932.0	-1364.0	1.0				7923.0	52.0		517.0		468.0	BRB
Belarus	1.0										2004																			BLR
Belarus	1.0								3.0	0.7	2005																			BLR
Belarus	1.0								3.0	0.7	2006																			BLR
Belarus	1.0										2007																			BLR
Belarus	1.0										2008																			BLR
Belarus	0.0		3.0				9.0	0.0	9.0	0.6	2009			2.0	0.0															BLR
Belarus	0.0		3.0					0.0	9.0	0.6	2010																			BLR
Belarus	0.0		3.0					0.0	9.0	0.6	2011																			BLR
Belarus	0.0		3.0					0.0	9.0	0.6	2012																			BLR
Belarus	0.0		3.0					0.0	9.0	0.6	2013																			BLR
Belarus	2.0	169.0	52.0	8.0	258.0			1.0			2014		-20.0		2.0															BLR
Belarus	2.0	147.0	11.0		293.0	6.0		1.0			2015																			BLR
Belarus	3.0	300.0	58.0	2.0	316.0			1.0			2016																			BLR
Belarus	3.0		56.0	1.0	335.0			1.0			2017																			BLR
Belarus	3.0	311.0	62.0	1.0	422.0			1.0			2018																			BLR
Belarus	4.0	309.0		1.0				1.0			2019	10.0																		BLR
Belarus	4.0			1.0				1.0			2020																			BLR
Belarus	4.0							1.0			2021																			BLR
Belgium	580.0	246011.0	15759.0		80507.0	8480.0			9326.0	128.2	2004		40472.0	2228.0	476.0	5190.0	-1925.0	2541.0	40.0	880.0			70573.0							BEL
Belgium	574.0	238100.0			94103.0	18134.0			9270.0	130.0	2005					7764.0	-1362.0	6092.0	4656.0	1612.0										BEL
Belgium	602.0	266319.0			105987.0	14358.0			10197.0	133.9	2006					6695.0	-1398.0	7059.0	1124.0	1693.0										BEL
Belgium	606.0	307856.0			126223.0	16410.0			11553.0	139.8	2007					8260.0	-2362.0	7854.0	-119.0	1011.0										BEL
Belgium	598.0	339757.0			147261.0	16281.0			12267.0	142.8	2008					7988.0	-2838.0	9007.0	-554.0	1404.0										BEL
Belgium	529.0	350360.0	18092.0	2055.0	117077.0	14054.0	23110.0	2378.0	11543.0	135.8	2009				302.0	6942.0	-1766.0	7898.0	85.0	702.0			117077.0							BEL
Belgium	525.0	346331.0	15643.0	1991.0	123228.0	18133.0	24741.0	2031.0	11080.0	132.5	2010					8084.0	-1084.0		1136.0					3908.0	442.0	6046.0	41272.0	34010.0	32707.0	BEL
Belgium	532.0	399583.0	16217.0	2286.0	145515.0	11979.0	24679.0	2431.0	12232.0	132.2	2011					7038.0	-2000.0	5741.0	748.0	1549.0				4281.0	2442.0	6906.0	44092.0	39443.0	43783.0	BEL
Belgium	539.0	421898.0	15978.0	2122.0	138314.0	10265.0	24858.0	2547.0	11907.0	130.5	2012					6943.0	-1576.0	4899.0	-262.0	1316.0				3218.0	557.0	9302.0	40464.0	40990.0	40156.0	BEL
Belgium	524.0	419525.0	16726.0	2233.0	134902.0	9573.0	25247.0	2588.0	11792.0	125.9	2013					5644.0	-426.0	4991.0	120.0	1183.0				6421.0	1803.0	8101.0	43052.0	37213.0	34066.0	BEL
Belgium	579.0	387351.0	15183.0	2563.0	141254.0	13032.0	26349.0	1198.0	11719.0	129.6	2014				349.0	6774.0	-308.0			1590.0			141254.0	9206.0	2115.0	9488.0	42459.0	38674.0	35408.0	BEL
Belgium	582.0	373828.0	14240.0	2417.0	119465.0	7767.0	25106.0	1121.0	11364.0	130.1	2015					7228.0	-215.0	2212.0	219.0	1892.0				9046.0	712.0	6601.0	42121.0	29272.0	27835.0	BEL
Belgium	578.0	391852.0	15852.0	2713.0	137898.0	13155.0	25350.0	1726.0	10779.0	123.5	2016					7345.0	107.0	7226.0	213.0	1628.0				10218.0	433.0	27879.0	42152.0	26697.0	26412.0	BEL
Belgium	574.0	423602.0	17268.0	2699.0	159989.0	9379.0	27046.0	1370.0	10912.0	123.7	2017					8551.0	121.0	3042.0	-1.0	2212.0				22832.0	446.0	10989.0	42158.0	49152.0	29728.0	BEL
Belgium	567.0	379347.0	17576.0	2521.0	173105.0	9585.0	26991.0	1778.0	11105.0	125.0	2018					7750.0	84.0	4046.0	-15.0	2195.0				26433.0	434.0	11531.0	43653.0	51871.0	33260.0	BEL
Belgium	600.0	405475.0	18771.0	2471.0	180959.0	11810.0	25787.0	2154.0	11142.0	123.8	2019	448.0				7100.0	-116.0		464.0	2104.0				33416.0	481.0	14260.0	40116.0	56625.0	29603.0	BEL
Belgium	601.0	405330.0	18734.0	2892.0	171983.0	8106.0	27568.0	2270.0	11029.0	116.1	2020					9301.0	-173.0	752.0	-184.0	1756.0				33114.0	362.0	14541.0	39009.0	56929.0	22201.0	BEL
Belgium	595.0	390878.0	18347.0	3011.0	223231.0	9632.0	30462.0	2595.0	11609.0	115.8	2021					10708.0	-149.0	605.0	191.0	1867.0				40966.0	495.0	8876.0	43778.0	90697.0	31043.0	BEL
Belize	4.0	151.0	20.0		147.0	5.0			5.0	0.2	2004			4.0	11.0															BLZ
Belize	4.0	163.0			175.0	1.0			5.0	0.2	2005																			BLZ
Belize	4.0	189.0			181.0	2.0			5.0	0.2	2006																			BLZ
Belize	3.0	52.0			171.0	1.0			5.0	0.2	2007																			BLZ
Belize	3.0	59.0							4.0	0.2	2008																			BLZ
Belize	3.0	56.0	14.0		134.0		21.0	0.0	3.0	0.1	2009				3.0															BLZ
Belize	3.0	54.0	15.0	1.0	173.0	3.0	30.0	0.0	2.0	0.1	2010																			BLZ
Belize	2.0	44.0		2.0		2.0		0.0	2.0	0.1	2011																			BLZ
Belize	1.0	22.0	2.0			3.0	4.0	0.0	1.0	0.1	2012																			BLZ
Belize	1.0	22.0	3.0			3.0	4.0	0.0	1.0	0.1	2013																			BLZ
Belize	5.0	219.0	21.0		53.0	7.0	19.0	0.0	11.0	0.7	2014				4.0															BLZ
Belize	6.0	216.0	21.0	1.0	52.0	8.0	20.0	0.0	11.0	0.7	2015																			BLZ
Belize	6.0	217.0	21.0	1.0	51.0	8.0	20.0	0.0	11.0	0.7	2016																			BLZ
Belize	6.0	224.0	22.0	1.0	52.0	8.0	20.0	0.0	11.0	0.7	2017																			BLZ
Belize	6.0	221.0	22.0	1.0	53.0	8.0	20.0	0.0	11.0	0.7	2018																			BLZ
Belize	6.0	175.0	16.0		45.0	-4.0	5.0	0.0	5.0	0.4	2019	10.0																		BLZ
Belize	6.0	175.0	16.0		41.0	-4.0	3.0	0.0	5.0	0.3	2020																			BLZ
Belize	6.0	173.0	16.0		44.0	-3.0	4.0	0.0	5.0	0.3	2021																			BLZ
Benin	1.0										2004																			BEN
Benin	1.0								1.0		2005																			BEN
Benin	1.0								1.0		2006																			BEN
Benin	2.0										2007																			BEN
Benin	2.0										2008																			BEN
Benin	2.0						1.0	0.0		0.0	2009				1.0															BEN
Benin	0.0						2.0	0.0	0.0	0.0	2010																			BEN
Benin	0.0						2.0	0.0	0.0	0.0	2011																			BEN
Benin	0.0						2.0	0.0	0.0	0.0	2012																			BEN
Benin	0.0						2.0	0.0	0.0	0.0	2013																			BEN
Benin	1.0	4.0			6.0						2014		2.0		1.0															BEN
Benin	0.0	4.0			6.0			1.0			2015																			BEN
Benin	0.0	4.0			6.0			1.0			2016																			BEN
Benin	0.0	4.0			6.0			1.0			2017																			BEN
Benin	0.0	4.0			6.0			1.0			2018																			BEN
Benin	0.0	2.0			3.0			0.0			2019	1.0																		BEN
Benin	0.0	2.0			3.0			0.0			2020																			BEN
Benin	0.0	2.0			3.0			0.0			2021																			BEN
Bermuda	367.0	465963.0	5955.0		50764.0	29409.0			369.0	6.5	2004		95508.0	9331.0	211.0	8276.0	-3116.0	18813.0	19.0	489.0			47878.0							BMU
Bermuda	381.0	553948.0			61244.0	44159.0					2005					8745.0	-3809.0	32575.0	2020.0	405.0										BMU
Bermuda	400.0	623897.0			67954.0	54094.0					2006					9997.0	-3897.0	40546.0	2310.0	604.0										BMU
Bermuda	437.0	742136.0			78915.0	72883.0					2007					10471.0	-3511.0	55277.0	5143.0	387.0										BMU
Bermuda	449.0	691821.0			63646.0	62815.0					2008					11879.0	-4249.0	52969.0	-3307.0	387.0										BMU
Bermuda	570.0	876418.0	7577.0		43376.0	64422.0	4078.0	5.0	374.0	3.4	2009			21858.0	191.0	9469.0	-6252.0	53216.0	1026.0	-64.0			43376.0							BMU
Bermuda	548.0	928086.0	7953.0	528.0	41786.0	81778.0	8070.0		378.0	3.2	2010					12522.0	-5296.0	68227.0	1263.0	231.0				5649.0	1238.0	832.0	3301.0	12089.0	4962.0	BMU
Bermuda	535.0	978601.0	7708.0	499.0	38541.0	73503.0	3330.0		293.0	3.0	2011					6984.0	-4394.0	66945.0	-168.0	255.0				4401.0	1255.0	1007.0	3562.0	12962.0	4927.0	BMU
Bermuda	546.0	1028399.0	7861.0	452.0	48819.0	87209.0	8553.0		697.0	6.6	2012					11697.0	-4614.0	68947.0	6233.0	-334.0				10762.0	900.0	1199.0	4894.0	14365.0	5880.0	BMU
Bermuda	556.0	1033153.0	9550.0	2666.0	52626.0	76466.0	10532.0		805.0	7.6	2013					12884.0	-3980.0	66209.0	-2449.0	176.0				9725.0	1385.0	2038.0	5540.0	12781.0	7445.0	BMU
Bermuda	687.0	1191373.0	8114.0	993.0	60210.0	84222.0	4830.0	9.0	1248.0	9.8	2014		274966.0	39155.0	281.0	7594.0		75807.0	156.0				60210.0	12545.0	2246.0	1418.0	9053.0	11624.0	5850.0	BMU
Bermuda	673.0	1272633.0	7603.0	764.0	57517.0	72069.0	3679.0	67.0	1200.0	10.3	2015					7177.0	-5263.0	67177.0	-1539.0	709.0				11302.0	1831.0	1775.0	10571.0	9041.0	5407.0	BMU
Bermuda	674.0	1297147.0	9194.0	506.0	53650.0	78786.0	-8909.0	53.0	986.0	10.8	2016					-5544.0	-5038.0	81134.0	3979.0	746.0				10213.0	975.0	1633.0	9997.0	9023.0	4690.0	BMU
Bermuda	641.0	1458532.0	5901.0	696.0	52885.0	89058.0	1212.0	77.0	1220.0	13.8	2017					4388.0	-5700.0	81949.0	3813.0	838.0				9894.0	862.0	1134.0	10768.0	9386.0	3632.0	BMU
Bermuda	637.0	1315327.0	5858.0	866.0	64254.0	86766.0	4475.0	94.0	1181.0	14.1	2018					8644.0	-6662.0	78028.0	1349.0	1043.0				10501.0	2903.0	1676.0	12513.0	9784.0	6070.0	BMU
Bermuda	651.0	1276176.0	6549.0	219.0	63446.0	88152.0	4357.0	106.0	1253.0	16.1	2019	298.0				9673.0	-7575.0			-240.0	67081.0			6151.0	2974.0	1156.0	12934.0	8542.0	4934.0	BMU
Bermuda	615.0	960930.0	5258.0	249.0	52513.0	61446.0	1352.0		885.0	12.2	2020					6031.0	-6962.0	51295.0	4781.0					4052.0	2051.0	1649.0	10982.0	5079.0	2878.0	BMU
Bermuda	567.0	848861.0	4553.0	330.0	56421.0	44125.0	5552.0	173.0	853.0	10.4	2021					9503.0	-5869.0	34619.0	833.0	820.0				3918.0	3878.0	541.0	10673.0	5083.0	3597.0	BMU
Bhutan		3.0	1.0								2004		3.0		0.0															BTN
Bhutan		3.0									2005																			BTN
Bhutan		3.0									2006																			BTN
Bhutan		3.0									2007																			BTN
Bhutan	0.0							0.0			2009				0.0															BTN
Bhutan	0.0							0.0			2010																			BTN
Bhutan	0.0							0.0			2011																			BTN
Bhutan	0.0							0.0			2012																			BTN
Bhutan	0.0							0.0			2013																			BTN
Bhutan	0.0	9.0				1.0	3.0	0.0	1.0	0.1	2014				0.0															BTN
Bhutan	0.0	9.0				1.0	3.0	0.0	1.0	0.1	2015																			BTN
Bhutan	0.0	9.0				1.0	3.0	0.0	1.0	0.1	2016																			BTN
Bhutan	0.0	9.0				1.0	3.0	0.0	1.0	0.1	2017																			BTN
Bhutan	0.0	9.0				1.0	3.0	0.0	1.0	0.1	2018																			BTN
Bhutan	0.0			0.0	1.0		1.0	0.0	1.0	0.3	2019	1.0																		BTN
Bhutan	0.0			0.0	1.0		1.0	0.0	1.0	0.3	2020																			BTN
Bhutan	0.0			0.0	1.0		1.0	0.0	1.0	0.3	2021																			BTN
Bolivia	24.0								50.0	3.0	2004				40.0															BOL
Bolivia	23.0	1809.0							51.0	2.9	2005																			BOL
Bolivia	23.0										2006																			BOL
Bolivia	18.0										2007																			BOL
Bolivia	18.0								55.0	2.6	2008																			BOL
Bolivia	12.0	990.0	241.0	38.0	825.0	94.0	260.0	0.0	52.0	2.8	2009		370.0	61.0	12.0															BOL
Bolivia	11.0	1098.0	244.0	46.0	994.0	93.0	222.0	0.0	53.0	2.8	2010																			BOL
Bolivia	11.0		294.0	62.0	1209.0	94.0	241.0	0.0	60.0	2.9	2011																			BOL
Bolivia	11.0	1489.0	482.0	81.0	1618.0	155.0	403.0	0.0	78.0	3.3	2012																			BOL
Bolivia	11.0	1554.0	535.0	67.0	1783.0	121.0	364.0	0.0	101.0	3.5	2013																			BOL
Bolivia	13.0	1537.0	509.0	71.0	1752.0	89.0	341.0	0.0	115.0	3.6	2014				13.0															BOL
Bolivia	14.0	1516.0	468.0	72.0	1451.0	55.0	311.0		121.0	3.8	2015																			BOL
Bolivia	14.0	1475.0	563.0	67.0	1469.0	77.0	326.0		126.0	3.1	2016																			BOL
Bolivia	14.0	1293.0	349.0	50.0	1321.0	33.0	216.0	1.0	88.0	2.8	2017																			BOL
Bolivia	12.0	1110.0	331.0	65.0	812.0	39.0	182.0		65.0	2.1	2018																			BOL
Bolivia	12.0	774.0	166.0		429.0	-30.0		0.0	48.0	1.6	2019	26.0																		BOL
Bolivia	13.0	1188.0	285.0			-89.0			67.0	2.2	2020																			BOL
Bolivia	13.0	1090.0		22.0		-148.0	-17.0		62.0	2.1	2021																			BOL
Bosnia and Herzegovina	1.0										2004																			BIH
Bosnia and Herzegovina	1.0				8.0	2.0			2.0	0.1	2005																			BIH
Bosnia and Herzegovina	1.0				9.0	2.0			2.0	0.1	2006																			BIH
Bosnia and Herzegovina	1.0										2007																			BIH
Bosnia and Herzegovina	2.0										2008																			BIH
Bosnia and Herzegovina	2.0	106.0	12.0	2.0	70.0	5.0		0.0	6.0	0.3	2009		6.0	1.0	2.0															BIH
Bosnia and Herzegovina	2.0	104.0	12.0	1.0	71.0	4.0		0.0	7.0	0.4	2010																			BIH
Bosnia and Herzegovina	2.0	100.0	11.0	1.0	78.0	3.0			7.0	0.4	2011																			BIH
Bosnia and Herzegovina	2.0	102.0	11.0		80.0	2.0			8.0	0.3	2012																			BIH
Bosnia and Herzegovina	2.0	107.0	10.0	1.0	85.0	3.0		0.0	6.0	0.3	2013																			BIH
Bosnia and Herzegovina	4.0	178.0	44.0	1.0	108.0	3.0		0.0	11.0	0.6	2014		9.0	1.0	4.0															BIH
Bosnia and Herzegovina	4.0	175.0	43.0	1.0	102.0	4.0		0.0	10.0	0.6	2015																			BIH
Bosnia and Herzegovina	4.0	175.0	44.0		102.0	5.0		0.0	10.0	0.6	2016																			BIH
Bosnia and Herzegovina	4.0	189.0	48.0	1.0	108.0	5.0		0.0	11.0	0.6	2017																			BIH
Bosnia and Herzegovina	4.0	190.0	48.0	2.0	111.0	6.0		0.0	11.0	0.6	2018																			BIH
Bosnia and Herzegovina	4.0	163.0	41.0	2.0	95.0			0.0	9.0	0.5	2019	11.0																		BIH
Bosnia and Herzegovina	4.0	174.0	45.0	2.0	93.0	-2.0		0.0	9.0	0.5	2020																			BIH
Bosnia and Herzegovina	4.0	172.0	45.0	2.0	111.0	-4.0		0.0	10.0	0.5	2021																			BIH
Botswana	2.0										2004																			BWA
Botswana	2.0										2005																			BWA
Botswana	2.0	48.0							6.0	0.3	2006																			BWA
Botswana	2.0										2007																			BWA
Botswana	2.0										2008																			BWA
Botswana	1.0	58.0	15.0	1.0	143.0	9.0	32.0	0.0	7.0	0.3	2009		22.0	3.0	1.0															BWA
